titre,date,extrait
"Nourddine Rhalmi, PDG d’Alstom Maroc, fait un premier bilan (VIDEO)",2022-03-03,"La filiale marocaine du spécialiste français du transport ferroviaire qui vient, tout juste, d’augmenter ses capacités de production dans le pays avec une nouvelle usines à Fès, voit grand. Déjà implanté dans la région de Casablanca à travers plusieurs projets emblématiques dans la ville, le groupe est aussi fortement présent à Rabat. Pour ces deux villes, l’opérateur se targue d’avoir permis de contribuer au désenclavement des quartiers, de promouvoir la création d’emplois ainsi que de créer une vraie opportunité grâce à la mobilité collective et propre. Mais le projet sur lequel Alstom Maroc s’est le plus illustré est celui de la fourniture des trains à grande vitesse (TGV) pour la liaison entre Tanger et Casablanca. «C’est une fierté pour Alstom, et je l’espère pour les Marocains aussi, d’avoir au travers de ce projet-ci le train le plus rapide d’Afrique», confie Nourddine Rhalmi, PDG d’Alstom Maroc. Il nous dresse un petit bilan des réalisations d’Alstom au Maroc."
Une deuxième ligne à grande vitesse pour Alstom au Maroc ?,2022-03-03,"On ne présente plus Alstom au Maroc. La filiale marocaine du spécialiste français du transport ferroviaire qui vient, tout juste, d’augmenter ses capacités de production dans le pays avec une nouvelle usines à Fès, voit grand. Déjà implanté dans la région de Casablanca à travers plusieurs projets emblématiques dans la ville, le groupe est aussi fortement présent à Rabat."
Vers la construction d’un écosystème d’Alstom à Fès ? (VIDEO),2022-03-03,"Nourddine Rhalmi, PDG d’Alstom Maroc était « L’invité des ECO », cette semaine. Le patron du géant du transport ferroviaire revient sur les raisons de l’extension des capacités à Fès et sur le choix de l’implantation dans la région."
Alstom à Fès : « de quoi avons nous encore besoin ? » (VIDEO),2022-03-03,"La filiale marocaine du spécialiste français du transport ferroviaire qui vient, tout juste, d’augmenter ses capacités de production dans le pays avec une nouvelle usines à Fès, voit grand."
La Bourse de Casablanca débute ce jeudi en baisse,2022-03-03,"La Bourse de Casablanca débutait en baisse jeudi, son indice principal, le Masi cédant 0,07% à 12.964,06 points (pts)."
Devises vs Dirham: les cours de change de ce jeudi 3 mars,2022-03-03,Voici les cours des devises étrangères contre le dirham établis par Bank Al-Maghrib pour la journée du jeudi 03 mars 2022:
L’Américain Koch prévoit d’acquérir 50% dans JFC III auprès du groupe OCP,2022-03-02,"Koch Ag & Energy Solutions (Koch) et le Groupe OCP ont signé, ce mercredi, un accord en vertu duquel une filiale de Koch pourra acquérir une participation de 50% dans Jorf Fertilizers Company III (JFC III) auprès du Groupe OCP, leader mondial sur le marché des engrais phosphatés."
Bank Of Africa rejoint la communauté WEP,2022-03-02,"BANK OF AFRICA est la 1ère Banque Marocaine à rejoindre l’initiative partenariale du Pacte mondial des Nations Unies et de ONU Femmes « Women’s  Empowerment Principles », en tant que Groupe bancaire universel multi-métiers  aux domaines diversifiés. "
Bourse de Casablanca: clôture en grise mine,2022-03-02,"La Bourse de Casablanca a clôturé en territoire négatif, ce mercredi, son indice phare, le Masi, perdant 0,67% à 12.972,82 points (pts)."
Voitures neuves au Maroc: les ventes en baisse,2022-03-02,"Les ventes de voitures neuves au Maroc se sont établies à 25.936 unités à fin février 2022, en baisse de 5,5% par rapport à la même période de 2021, ressort-il des statistiques mensuelles de l’Association des importateurs de véhicules automobiles au Maroc (AIVAM)."
ONCF: près de 35 millions de voyageurs transportés en 2021,2022-03-02,"Le nombre de voyageurs transportés par l’Office national des chemins de fer (ONCF) a atteint 34,4 millions de personnes en 2021, contre 21,1 millions une année auparavant."
2M publie le « Manuel pratique de lutte contre les discriminations dans les médias » (VIDEO),2022-03-02," Conformément à son engagement en faveur de la lutte contre toutes les formes de discrimination, 2M publie le « Manuel pratique de lutte contre les discriminations dans les médias ». Un projet qui s’inscrit dans le cadre d’une démarche de sensibilisation à l’adresse des professionnels des médias soucieux de proposer du contenu respectueux et non discriminatoire. Il est également destiné à tous les intervenants dans le processus de création, de production, de diffusion et de promotion de contenu d’information ou de divertissement. "
Signature d’une convention entre la CDG et la Caisse des Dépôts et Consignations de Côte d’Ivoire,2022-03-02,"Abdellatif ZAGHNOUN, Directeur Général de la Caisse de Dépôt et de Gestion, a reçu ce lundi 28 février 2022,  Lassina FOFANA, Directeur Général de la Caisse des Dépôts et Consignations de la République de Côte d’Ivoire (CDC), en visite de travail de 3 jours à la CDG."
MRE: plus de 6 MMDH de transferts en janvier,2022-03-02,"Les transferts de fonds effectués par les Marocains résidant à l’étranger (MRE) se sont établis à 6,09 milliards de dirhams (MMDH) à fin janvier 2022 contre plus de 6,74 MMDH durant la même période un an auparavant, selon l’Office des changes. Ces recettes, qui sont en repli de 9,7%, restent néanmoins supérieures à celles enregistrées durant le même mois entre 2018 et 2020, précise l’Office qui vient de publier ses indicateurs mensuels des échanges extérieurs du mois de janvier 2022."
La Bourse de Casablanca ouvre ce mercredi en grise mine,2022-03-02,"La Bourse de Casablanca entamait la séance de mercredi en grise mine, son indice phare, le MASI, lâchant 0,04% à 13.054,13 points (pts)."
Tourisme interne: ce qu’il faut retenir du policy brief du DEPF,2022-03-02,"Voici l’essentiel du policy brief de la Direction des Études et des Prévisions Financières (DEPF), intitulé « potentiel du tourisme interne en tant que levier de relance post-Covid-19 »:"
Devises vs Dirham: les cours de change de ce mercredi 2 mars,2022-03-02,Voici les cours des billets de Banque étrangers établis par Bank Al-Maghrib pour la journée du mercredi 02 mars 2022:
Crédit bancaire: l’encours augmente à fin janvier 2022,2022-03-01,"L’encours du crédit bancaire s’est établi à 965,5 milliards de dirhams (MMDH) à fin janvier 2022, en hausse annuelle de 3,4%, selon Bank Al-Maghrib (BAM)."
Dislog Industries acquiert le chocolatier Carré suisse,2022-03-01,"Dislog Industries a annoncé, ce mardi, l’acquisition de 100% des actions et droits de vote de la société de droit Français Carré suisse, une société de chocolat haut de gamme, biologique et équitable basée en France."
Sanofi célèbre la Journée internationale des maladies rares,2022-03-01,"Comme chaque année (depuis 2008), Sanofi se joint à des centaines d’associations du monde entier pour célébrer la Journée internationale des maladies rares, les faire connaître et sensibiliser le plus grand nombre à leur impact sur la vie des patients et leur entourage."
Al Omrane présente l’expérience marocaine en matière d’habitat et d’aménagement urbain,2022-03-01,"L’Assemblée des Nations Unies pour l’environnement tient du 28 février au 2 mars 2022, son 2ème sommet des Villes et régions sous le thème « Renforcer les actions en faveur de la nature pour  atteindre les objectifs de développement durable ». "
Le Radisson Blu Resort Al Hoceïma: Pour des meetings et events inoubliables !,2022-03-01,"Idéalement situé sur l’une des 10 plus belles baies du monde à Al Hoceima, le Radisson Blu Resort Al Hoceima, propose des lieux uniques et des emplacements idéaux, ainsi qu’une assistance sur mesure pour l’organisation de tous types d’événements. "
La Bourse de Casablanca finit sur une note hésitante,2022-03-01,"La Bourse de Casablanca a clôturé la séance sur une note hésitante ce mardi, son indice phare, le MASI, ayant reculé de 0,09% à 13.059,66 points (pts)."
Automobile : Martur Fompak International inaugure une usine à Tanger,2022-03-01,"L’équipementier automobile turc « Martur Fompak International » a inauguré, mardi, une unité industrielle à Tanger Automotive City, située dans la plateforme industrielle Tanger Med, en présence du ministre de l’Industrie et du commerce, Ryad Mezzour."
La Bourse de Casablanca démarre en légère hausse ce mardi,2022-03-01,"La Bourse de Casablanca débutait la séance de mardi en hausse, son indice phare, le MASI, grimpant de 0,28%, à 13.107,96 points (pts)."
Devises vs Dirham: les cours de change de ce mardi 1er mars,2022-03-01,Voici les cours des billets de Banque étrangers établis par Bank Al-Maghrib pour la journée du mardi 01 mars 2022:
Maroc: plus de la moitié de salariés n’ont pas de contrats de travail,2022-03-01,"Plus de la moitié des salariés (54,6%) ne disposent d’aucun contrat formalisant leur relation avec l’employeur au titre de l’année 2021, selon le Haut-Commissariat au Plan (HCP)."
Voici le taux d’emploi au Maroc (HCP),2022-03-01,"Le taux d’emploi a augmenté de 0,3 point pour se situer à 39,7% au niveau national en 2021, après une baisse de 2,2 points, entre 2019 et 2020, passant de 41,6% à 39,4%, selon le Haut-Commissariat au Plan (HCP)."
BAM: la masse monétaire progresse en janvier,2022-02-28,"Le rythme de croissance annuelle de l’agrégat monétaire M3, qui représente la masse monétaire, a marqué une hausse de 4,9% en janvier 2022, après 5,1% un mois auparavant, selon Bank Al-Maghrib (BAM)."
"Collectivités territoriales: Excédent de 3,4 MMDH à fin 2021",2022-02-28,"La situation provisoire des charges et ressources des collectivités territoriales dégage un excédent global de 3,4 milliards de dirhams (MMDH) à fin décembre 2021, contre un excédent global de 257 millions de dirhams (MDH) enregistré un an auparavant, selon la Trésorerie générale du Royaume (TGR)."
Entrepreneuriat à Al Haouz: le CRI Marrakech-Safi s’allie avec Edukateam,2022-02-28,"Le Centre Régional d’Investissement Marrakech – Safi a signé une convention de partenariat tripartite avec le Groupe de Formation Edukateam et son entité Edukaskills – Global Learning Finnish Experts et la Province d’Al Haouz, pour répondre ensemble aux besoins de soutenir et d’accompagner le développement de l’entrepreneuriat au niveau de Province d’Al Haouz, en phase avec les objectifs du Nouveau Modèle de Développement dont :"
Les Check Auto Express de SAHAM Assurance s’enrichissent de nouveaux services (VIDEO),2022-02-28,"Soucieuse de simplifier la vie de ses assurés, et de leur proposer des services toujours plus pratiques et accessibles, SAHAM Assurance revisite ses centres « Check Auto Express » (CAE), pour en faire des lieux de gestion 360° des sinistres, quel que soit le parcours choisi par l’assuré. Ainsi, qu’il souhaite une indemnisation rapide, une réparation en garage agréé ou une réparation chez son propre garagiste, l’assuré pourra désormais être pris en charge au Check Auto Express le plus proche."
La Bourse de Casablanca clôture dans le rouge,2022-02-28,"La Bourse de Casablanca a clôturé la séance du lundi dans le rouge, le MASI cédant 0,79% à 13.071,04 points (pts)."
Découvrez le Audi e-Tron Sportback (VIDEO),2022-02-28,"Nouveau dans le Terminal Audi de Casablanca, un corner a été strictement dédié aux modèles e-Tron, la gamme 100% électrique de la marque aux anneaux. Parmi eux, nous avons testé l’e-Tron Sportback, SUV sportif et modèle phare de ces Audi du futur."
La Bourse de Casablanca démarre ce lundi en hausse,2022-02-28,"La Bourse de Casablanca démarrait en léger rebond lundi, son indice principal, le Masi, prenant 0,31% à 13.216,67 points (pts)."
