titre,date,extrait
Trump menace de frapper General Motors au portefeuille après le plan social,2018-11-28,"Donald Trump a menacé mardi de frapper au portefeuille General Motors, qui a provoqué la colère du président américain en annonçant la suppression de milliers d’emplois industriels dans des Etats politiquement cruciaux. « Très déçu par General Motors », a tweeté le président. « Les Etats-Unis ont sauvé General Motors et voilà les REMERCIEMENTS que nous avons! Nous examinons la suppression de toutes les subventions, y compris pour des voitures électriques », a-t-il ajouté. Le premier constructeur automobile du pays a répondu dans un communiqué que sa restructuration était un moyen de préserver l’avenir pour « conserver et faire croître les emplois américains ». Il a aussi rappelé avoir investi 22 milliards de dollars dans la production aux Etats-Unis depuis 2009 et le plan de sauvetage financé par le contribuable américain. « Nous apprécions les actions menées par cette administration au nom de l’industrie pour améliorer la compétitivité de l’industrie américaine », ajoute l’entreprise en guise de branche d’olivier. Donald Trump ne décolère pas depuis l’annonce de GM, lundi, de supprimer des milliers d’emplois dans l’Ohio, le Michigan et le Maryland. Le milliardaire avait bâti sa campagne sur la promesse du retour des emplois industriels aux Etats-Unis et sa victoire surprise a été obtenue pour bonne part grâce aux votes dans les Etats où la mondialisation a provoqué une désindustrialisation dévastatrice. Trump, qui fait déjà activement campagne pour sa réélection en 2020, aura de nouveau besoin de ces voix. « Je suis là pour protéger les Travailleurs Américains! », a-t-il promis sur Twitter. Sa porte-parole, Sarah Sanders, a enfoncé le clou. « Le président s’est complètement investi dans le retour des emplois industriels aux Etats-Unis, et c’est pour cela que depuis qu’il a pris ses fonctions nous avons vu la création de 400.000 nouveaux emplois industriels aux Etats-Unis », a-t-elle dit. « Franchement, cette histoire vient du fait qu’ils fabriquent une voiture que personne ne veut acheter. Espérons, qu’ils vont faire des ajustements et reprendre ces employés », a-t-elle ajouté. Mais, comme à son habitude, le président a menacé sans détailler. Ainsi les subventions pour l’aide à l’achat de voitures électriques profitent à tous les constructeurs de ce type de véhicule et il parait peu probable que M. Trump puisse en priver les seuls clients de GM. Cure d’amaigrissement General Motors a annoncé lundi une sévère cure d’amaigrissement, à coups de milliers de suppressions d’emplois, justifiant cette mesure par la nécessité d’être plus compétitif dans une industrie en pleine révolution. Au total, en 2019, GM va supprimer 15% des emplois du groupe en cessant la production sur sept sites: un au Canada, quatre aux Etats-Unis et deux hors de l’Amérique du Nord. Il s’agit d’économiser six milliards de dollars d’ici fin 2020. Quelque 12 à 13.000 emplois –que GM n’a pas pris la peine de préciser– sont concernés uniquement aux Etats-Unis dans des régions où les crises répétées de l’automobile ont déjà fait des dégâts. Le Canada est aussi touché. Mardi, Donald Trump et le Premier ministre canadien Justin Trudeau ont partagé leur « déception » à l’égard de GM se disant « inquiets » pour le sort des travailleurs touchés, a indiqué le cabinet du dirigeant canadien. La Maison Blanche a, un peu plus tard, succintement confirmé l’échange entre MM. Trump et Trudeau, évoquant une « déception » partagée par les deux hommes. Vers le Texas? GM, à l’instar de Ford, parie sur la voiture tout électrique, le véhicule autonome et connecté mais aussi sur des véhicules plus classiques comme les pick-ups et les SUV, que les Américains préfèrent de loin aux berlines. Sous le coup des critiques du président comme de celles de l’opposition démocrate dont le leader au Sénat Chuck Schumer, qui a évoqué « un coup de poing au ventre des travailleurs de l’Ohio, du Michigan et du Maryland », GM a remis les points sur les « i » quelques heures après le nouvel assaut présidentiel. « Bon nombre des employés touchés par les actions (annoncées la veille) auront la possibilité de travailler dans d’autres usines GM où nous aurons besoin de plus d’employés pour répondre à la croissance (des ventes) de pick-ups, de véhicules multisegment (crossover) et de SUV », affirme le communiqué du groupe. Il souligne que l’électrification de l’automobile et la révolution de l’autonomie susciteront également des créations d’emplois. L’annonce de General Motors passe mal parce que, pour l’heure, le groupe affiche de solides bénéfices: 2,53 milliards de dollars au seul troisième trimestre. Ces résultats publiés le 31 octobre avaient enchanté Wall Street, d’autant que GM avait expliqué être parvenu à augmenter le prix moyen de ses voitures en Amérique du Nord, en particulier aux Etats-Unis où ses ventes ont pourtant baissé de 11%. Mais le géant de Detroit a amélioré ses marges, le prix moyen d’un véhicule, notamment des grosses voitures (pick-ups, 4X4 de ville et crossovers), ayant augmenté de 800 dollars sur un an à 36.000 dollars. En moyenne, c’est 4.000 dollars de plus que les prix de la concurrence, affirme GM"
Marrakech : les nuitées touristiques en progression de 10% durant les 9 premiers mois de 2018,2018-11-27,"Le nombre des nuitées enregistrées dans les différents établissements d’hébergement touristique classés de la ville de Marrakech s’est apprécié de 10% durant les neuf premiers mois de l’année en cours, par rapport à la même période de l’année 2017. Selon les statistiques publiées par le Conseil régional du Tourisme (CRT) de Marrakech, un total de 6.333.482 nuitées a ainsi été enregistré à fin septembre dernier, contre 5.768.370 durant la même période de l’année écoulée. Concernant le taux d’occupation, il a été de 58%, contre 52% réalisé durant la période janvier-septembre 2017. Quant à la durée moyenne du séjour durant les neuf premiers mois de 2018 dans la cité ocre, elle était de 3 jours, soit une moyenne identique à celle enregistrée lors de la même période de l’année 2017. S’agissant du seul mois de septembre, le nombre des nuitées à Marrakech a atteint 729.035 contre 678.813 en septembre 2017, soit une appréciation de 7%. Par nationalité, les Français ont réalisé le plus grand nombre de nuitées durant les neuf premiers mois de l’année en cours, avec 1.822.033 contre 1.638.705 une année auparavant (+11%). Les Britanniques arrivent en 2è position avec 808.461 nuitées (+1%), suivis des Allemands avec 319.721 nuitées (+31%), des Espagnols avec 221.498 nuitées (+46%), du marché des pays arabes avec 149.718 nuitées (+3%) et des Américains (138.625 nuitées/+24%), alors le marché belge a accusé une baisse de 2% (136.119 nuitées). En termes de classement par unité d’hébergement touristique, les hôtels classés 5 étoiles viennent en tête avec 2.060.583 nuitées, suivis des hôtels 4 étoiles (1.761.635 nuitées) et des clubs hôtels (1.361.157 nuitées), selon la même source."
Black Friday. City Club casse les prix,2018-11-27,"A l’occasion du «Black Friday» ce vendredi 30 novembre, City Club offre une nouvelle occasion de faire du sport. Jusqu’à (-75%) de réduction l’année de Fitness et seulement 24 heures pour en profiter. Les futurs adhérents de City Club pourront profiter de remises exceptionnelles sur l’ensemble du réseau ce vendredi 30 novembre, le «Black Friday». Cette opération se fera en partenariat avec le n°1 des sites marchands JUMIA. Le groupe célèbre depuis son lancement le Black Friday et propose cette année à ses clients une réduction de -75% de son prix initial de 4900 dirhams. Ainsi, uniquement durant la journée du vendredi 30 novembre, l’abonnement annuel sera proposé au prix de 1225 dirhams pour une année de fitness avec un accès à 32 clubs à travers le royaume. A ce titre, et uniquement à l’occasion de ce Black Friday, seules1000 cartes avec accès Multi-Club seront mise en vente. L’an dernier, cette même opération avait rencontré un vif succès. Elle avait rendu la pratique du sport plus accessible à des marocains et ce, avec des tarifs exceptionnels et abordables. À partir du premier novembre, de nouveaux investisseurs ont rejoint le capital de City Club, et depuis le nouveau tarif de l’abonnement annuel est fixé à 4900 dirhams. Aujourd’hui beaucoup d’entreprises s’intéressent au bien-être et à la santé de leurs salariés. C’est donc avec un vif intérêt que les entreprises s’empressent d’acheter les cartes City Club au prix Black Friday !"
Centrale Danone: une baisse de 25% à 30% du chiffre d'affaires en 2018,2018-11-27,"La société Centrale Danone prévoit pour l’ensemble de l’année 2018 une baisse de 25% à 30% de son chiffre d’affaires et un résultat net négatif de l’ordre de -500 millions de dirhams, contre 115 millions de dirhams en 2017. Ces résultats viennent confirmer l’impact de la campagne de boycott lancée sur les réseaux sociaux le 20 avril, et ce malgré les efforts de la société pour redorer son image. Pour rappel, Centrale Danone avait multiplié les efforts marketing et de communication afin de regagner la confiance du consommateur marocain. Le PDG de Danone, Emmanuel Faber s’était même déplacé au Maroc le 26 juillet et lancé un nouveau lait frais pasteurisé avec un prix plus abordable. Lire aussi: Vidéo. Boycott: voici le nouveau prix du lait pasteurisé Centrale Danone Du 31 juillet et jusqu’au 13 août, plusieurs réunions avec des représentants des différentes parties prenantes (éleveurs, consommateurs et épiciers) ont ainsi été organisées. Le prix du lait frais pasteurisé avait été diminué de 0.30 DH et un nouveau produit (lait en sachet demi-écrémé de 470 ml) à 2.50 DH avait été lancé. Lire aussi: Boycott. Centrale Danone poursuit sa campagne «Ntwasslou w Nwasslou» Devant cette baisse probable du chiffre d’affaires, Centrale Danone « reste focalisée sur la maîtrise de ses coûts, et ce afin d’atténuer les effets du boycott ». La société précise également vouloir miser sur l’innovation afin de « continuer à apporter les meilleures propositions de produits laitiers au consommateur »."
Vidéo. Fintech Challenge: la BCP lance un nouveau programme compétitif de partenariats avec les startup,2018-11-26,"Le groupe Banque Centrale Populaire (BCP) a lancé officiellement, ce vendredi 23 novembre à Abidjan, la première édition de son Fintech Challenge, un programme innovant et inédit ouvert aux startups d’Afrique et du monde entier. A l’issue de la compétition, six entreprises prometteuses seront sectionnées pour engager un partenariat win-win avec la BCP. Tenu en présence de plusieurs ministres ivoiriens et de l’Ambassadeur du Maroc en Côte d’Ivoire Abdelmalek Kettani, ce lancement a connu la participation de plusieurs panélistes de renommée internationale : cabinets de stratégie, experts en digital, incubateurs, startups… A cette occasion, une conférence-débat autour de la problématique «Banques – Startups : quels modèles de collaboration, pour quels impacts ?» a donné lieu à de riches interventions. S’inscrivant dans un contexte de digitalisation des services du groupe BCP, le programme Fintech vise à offrir de meilleurs services à ses clients au moyen des recherches et solutions déployées par les startups gagnantes du concours. Celles-ci seront mises au défi de réinventer l’interaction entre le client et la banque en agence comme en ligne, mais aussi de faciliter la collecte, la formalisation et la structuration des données client, simplifier l’accès aux services bancaires hors circuits habituels ou encore créer des services non bancaires à forte valeur ajoutée. A l’ère de l’évolution hyper-rapide des usages et des attentes, l’innovation est devenue le maître-mot. C’est pourquoi la BCP a eu l’idée d’associer ses moyens à ceux des startups «afin de co-concevoir avec elles et déployer des solutions agiles et à fort impact, permettant de mieux répondre aux nouveaux besoins préalablement identifiés en relation avec les métiers», explique Kamal Mokdad, Directeur général du groupe BCP en charge de l’international. Pour rappel, l’appel à candidatures reste ouvert jusqu’au 23 décembre prochain sur www.bcpfintech.com."
Gratuité à bord d’Al Boraq: 100% des places réservées,2018-11-26,"Le volume des demandes relatives à la gratuité « Al Boraq » a atteint 100% de la capacité de l’offre, indique l’Office National des Chemins de Fer (ONCF). Le volume des demandes relatives à la gratuité « Al Boraq » a atteint 100% de la capacité de l’offre à travers les deux canaux dédiés à cette opération, à savoir, le site marchand www.oncf-voyages.ma et le Centre de Relation Client joignable au 2255, précise l’ONCF dans un communiqué. Pour permettre au plus grand nombre de citoyens de continuer la découverte de la nouvelle expérience de voyage offerte par « Al Boraq », l’ONCF mettra à la disposition de ses clients, durant trois mois, un contingent mensuel de 40.000 places aux tarifs promotionnels (2ème classe), ajoute la même source. Ces tarifs sont de 79 dhs entre Tanger et Kenitra, 89 dhs entre Tanger et Rabat et de 99 dhs entre Tanger et Casablanca et ce, aux conditions d’un achat 7 jours à l’avance au minimum, note le communiqué."
"Vidéo. Libéralisation des prix des carburants, gaz butane, nouvelles sociétés de distribution… Lahcen Daoudi à bâtons rompus",2018-11-26,"Le ministre chargé des affaires générales de la gouvernance a accordé une interview au site électronique de son parti (PJD.ma). Le ministre, qui avait démissionné, est revenu sur les conséquences de la libéralisation des hydrocarbures et a annoncé de nouvelles mesures. «La libéralisation du prix du carburant a eu des effets contraire à ce que recherchait le gouvernement. Elle a permis à certaines entreprises d’engranger plus de bénéfices et à doubler leurs marges de profit», c’est comme cela qu’a résumé Lahcen Daoudi les conséquences de la décision prise par le gouvernement Benkirane. Pour remédier à cela, le ministre a expliqué que son département n’exclut pas de plafonner les marges, sans fixer une deadline. Le concurrence est une autre astuce que le ministre souhaite appliquer afin d’obliger les distributeurs du carburant à baisser les prix. Ainsi, neuf nouvelles sociétés de distribution feront leur entrée sur le marché marocain. «Au Maroc, le monopole est interdit par la loi. Nous avons plusieurs entreprises agissant dans le secteur des hydrocarbures mais cela n’est pas suffisant. Avec l’arrivée de ses neuf nouvelles entreprises, on aura les conditions d’une concurrence saine et ceci profitera aux clients», a-t-il expliqué. Pour ce qui est de la libéralisation du gaz butane, le ministre a plaidé pour libéralisation progressive du marché. «Des entreprises utilisent une centaine de bouteilles de gaz par jour. C’est eux que nous souhaitons cibler avec cette mesure», s’est-il défendu. Pour lui, le marché doit être étudié minutieusement et le ciblage doit être fait avec précisions car la subvention de la caisse de compensation cette année a dépassé les 65 milliards de dirhams."
Le conseil d'administration de Mitsubishi Motors révoque Carlos Ghosn,2018-11-26,"Le conseil d’administration du constructeur japonais Mitsubishi Motors a annoncé lundi avoir révoqué son président Carlos Ghosn, déjà démis de la même fonction chez Nissan, pour cause de malversations financières présumées. Selon un bref communiqué, les administrateurs du groupe ont jugé « difficile » de maintenir en poste le puissant capitaine d’industrie qui a été arrêté il y a une semaine à Tokyo. Il est depuis en garde à vue pour dissimulation d’une partie de ses revenus aux autorités financières et est en outre accusé d’abus de biens sociaux par Nissan."
Le Maroc lèvera un milliard d’euros sur le marché financier international en 2019,2018-11-26,"Le Maroc compte lever un milliard d’euros sur le marché financier international en 2019, a annoncé le ministre de l’Économie et des finances, Mohamed Benchaâboun. Une émission sur le marché financier international « est envisagée en 2019, autour d’un milliard d’euros ou de dollars, mais tout dépend bien évidemment des conditions qui seront offertes par le marché et de l’appétit des investisseurs », a dit Benchaâboun dans un entretien publié lundi sur les colonnes de L’Economiste. Une telle émission, explique-t-il, permettrait d’établir une nouvelle référence pour la signature du Maroc sur le marché financier d’où il s’est absenté depuis 2014 et de renforcer le stock des avoirs extérieurs du Royaume, en particulier « dans un contexte de pression sur notre balance commerciale en raison de la hausse des prix du pétrole ». « Ce serait aussi une occasion pour renouer le contact avec nos investisseurs internationaux et leur présenter les dernières réformes aussi bien sectorielles que structurelles engagées par notre pays », ajoute le ministre, notant que « le choix de sortir est souvent motivé par des considérations de coûts et de risques, notamment l’écart entre le coût de mobilisation des fonds sur le marché domestique et celui à l’international ainsi que le niveau de la liquidité sur le marché local ». Lire aussi : Benchaâboune: ""le gouvernement continuera à subventionner le gaz butane, le sucre et la farine"" Parallèlement, Benchaâboun, qui a abordé le sujet de l’endettement, se réjouit que le Maroc « se compare très favorablement par rapport aux normes internationales et à plusieurs pays développés ou émergents ». « Notre niveau d’endettement reste en deçà du seuil de 70% fixé par le FMI pour les pays émergents », relève-t-il, ajoutant que malgré la hausse qu’a connue l’endettement ces dernières années, « sa structure reste saine telle que l’attestent les principaux indicateurs de coût et de risque qui restent maîtrisés avec une répartition adéquate entre dette intérieure et extérieure et entre court terme et moyen-long terme ». L’encours de la dette du Trésor se compose de 78% de dette domestique et de 22% de dette extérieure, précise-t-il, ajoutant que la durée de vie moyenne de la dette du Trésor à fin 2017, de 6 ans et 10 mois, ainsi que la part du court terme qui ne dépasse pas 12,4%, « témoignent de la maîtrise du risque de refinancement ». Lire aussi : Benchaâboun: ""L'ONCF ne sera pas privatisé"" Par ailleurs, le Maroc, « compte tenu d’un contexte marqué notamment par les risques de flambée des cours du pétrole en relation avec les tensions géopolitiques, les incertitudes sur la croissance en Europe, la montée de la vague du protectionnisme et le retrait des politiques monétaires non conventionnelles dans les pays avancés, a demandé au FMI de bénéficier d’un nouvel accord au titre d’une ligne de précaution et de liquidité (LPL), fait savoir Benchaâboun. « Des consultations sont en cours avec ses services en prévision de l’approbation par son conseil d’administration », indique-t-il, estimant que le montant de cette nouvelle facilité devrait être en baisse par rapport au dernier accord, qui reflète « le renforcement des fondamentaux de notre économie et de sa résilience aux chocs exogènes ». La LPL, qui permet de contribuer à l’amélioration du coût des emprunts du Maroc sur le marché financier international, est un accord à titre de précaution, explique le ministre, faisant savoir que le Maroc n’envisagera pas de tirer sur cette ligne, sauf en cas de dégradation significative de la conjoncture internationale. « Nous avons déjà bénéficié, sans les utiliser, de trois accords de LPL de 2 ans chacun et pour des montants respectifs de 6,2 milliards, 5 et 3,5 milliards de dollars », rappelle-t-il."
"Aéroport Marrakech-Menara: Hausse de 19,29% du trafic des passagers en octobre dernier",2018-11-25,"Le trafic des passagers au niveau de l’aéroport international Marrakech-Menara a enregistré une hausse de 19,29% en octobre dernier par rapport au même mois de l’année écoulée. Selon les statistiques publiées par l’Office national des aéroports (ONDA), un total de 503.642 voyageurs ont transité par cet aéroport en octobre dernier contre 422.200 passagers pendant le même mois de l’année 2017. Pour les dix premiers mois de l’année 2018, le trafic des passagers au niveau de l’aéroport Marrakech-Menara a réalisé une hausse cumulée de l’ordre de 20,48% par rapport à la même période de l’année précédente. Les chiffres de l’ONDA montrent que le nombre des passagers ayant transité par l’aéroport de la cité ocre pendant la période considérée a été de 4.275.102 voyageurs contre 3.548.530 au cours de la période janvier-octobre 2017. S’agissant des mouvements d’avions, la part de l’aéroport de Marrakech-Menara a été de 21,07% sur les 16.205 mouvements d’avion enregistrés au niveau national en octobre dernier, derrière l’aéroport international Mohammed V de Casablanca (44,59%). Pour ce qui est des cinq premières lignes aériennes au niveau national, la ligne Marrakech-Paris Orly a occupé, durant le même mois, la première place avec 57.235 passagers, soit 3,32% du total du mouvement du trafic aérien commercial au Maroc, devant les lignes Mohammed V-Paris Orly avec 53.268 voyageurs (3,09%) et Mohammed V-Paris Charles De Gaulle avec 46.379 voyageurs (2,69%), alors que la ligne Marrakech-Londres Gatwick est arrivée en 4ème position avec 35.382 passagers (2,05%), a indiqué l’ONDA."
Aéronautique. Le Maroc et le Canada engagés à promouvoir leur coopération,2018-11-25,"Le Maroc et le Canada sont engagés à promouvoir la coopération bilatérale dans le domaine aéronautique, ont indiqué des responsables des deux pays. Lors d’une réception organisée à Ottawa, en l’honneur des membres du réseau des compétences marocaines en aéronautique au Canada- AEROMAC, les responsables marocains et canadiens ont mis l’accent sur l’importance de la promotion de l’investissement des entreprises canadiennes au Maroc dans le domaine de l’aéronautique et de la consolidation de la coopération en matière de formation professionnelle, de la recherche et du développement. Le Maroc est en train de réaliser, depuis quelques années, une véritable percée dans le secteur aéronautique, branche de pointe parmi les plus exigeantes en termes d’investissement, de savoir et surtout d’avancées technologiques. «Ce secteur compte désormais parmi les leviers prometteurs du Royaume en matière de croissance et de création d’emploi», a indiqué Souriya Otmani, ambassadeur du Maroc au Canada. Lire aussi : Les grandes ambitions de l'aéronautique marocaine «Ce secteur connaît une croissance de 20% par an, soit 4 fois plus que la moyenne mondiale du secteur. Grâce à cet essor, le Maroc est devenu, en 2018, le premier pays exportateur en Afrique de produits aéronautiques», a dit Otmani, notant que cette émergence remarquable, notamment, à travers l’implantation au Maroc de plusieurs géants dans le secteur, tel que Bombardier, Boeing, Safran …font, qu’indéniablement, les besoins du Maroc en ressources humaines, pour accompagner la croissance de l’industrie aéronautique vont décupler dans les années à venir. Une réelle dynamique et un fort potentiel d’innovation existent, offrant ainsi des opportunités prometteuses aux jeunes talents (promotion du potentiel d’investissement des compagnies canadiennes au Maroc, renforcement de la veille technologique pour le transfert des connaissances au Maroc à travers la formation, les échanges avec les universités et les institutions de formation marocaines et canadiennes…), a souligné la diplomate marocaine, faisant savoir que dans cette optique le réseau des compétences marocaines en aéronautique au Canada jouera un rôle de facilitateur pour le Maroc dans sa quête d’attractivité vis-à-vis des investisseurs étrangers, et plus particulièrement canadiens, dans le domaine de l’aéronautique. Lire aussi : El Othmani promet une zone industrielle dédiée à l'aéronautique pour la région Fès-Meknès Le 1er Forum des compétences marocaines en Aéronautique au Canada a été organisé à Skhirat, en octobre dernier, dans le but de renforcer l’implication des compétences marocaines au Canada dans ce chantier de développement industriel au niveau national. A cette occasion, deux conventions de coopération, premières du genre à être conclues par le Maroc, ont été signées entre le département des MRE et des affaires de la migration, le département de l’industrie, AERO Montréal et AEROMAC, dans l’optique de développement de l’aéronautique dans le royaume. Le Canada est la troisième puissance mondiale dans la fabrication des produits aéronautiques, en particulier avec le géant Bombardier."
"Le groupe BCP lance officiellement à Abidjan son ""Fintech Challenge""",2018-11-24,"La première édition du « Fintech Challenge », un programme d’innovation initié par le Groupe Banque centrale populaire en faveur des start-up, a été officiellement lancée vendredi soir dans la métropole économique ivoirienne Abidjan."
Textile: signature à Rabat d'une convention maroco-suisse,2018-11-22,"Une convention relative au Programme global pour le secteur textile-habillement marocain (GTEX Maroc), a été signée jeudi à Rabat par le ministre de l’Industrie, Moulay Hafid Elalamy, et l’ambassadeur de Suisse au Maroc, Massimo Baggi. Destiné à appuyer et à accompagner le secteur sur la période 2019-2021 et initié en partenariat avec le gouvernement suisse, ce programme vise à accompagner la mise à niveau des entreprises du secteur textile-habillement au Maroc et à apporter une assistance technique aux différentes institutions de l’écosystème de ce secteur. Ce programme de 3 ans a pour objectifs l’amélioration de la performance de l’écosystème et des structures d’appui pour qu’elles puissent fournir de meilleurs services aux entreprises, le renforcement de la compétitivité des PME bénéficiaires, en particulier au niveau de la productivité, de l’organisation et de l’intégration dans les chaînes de valeur régionales en profitant des accords commerciaux préférentiels et en identifiant les opportunités d’affaires sur de nouveaux marchés. Lire aussi : Textile: la fin des beaux jours pour les produits turcs au Maroc Il s’agit également de l’augmentation de la valeur ajoutée notamment à travers une meilleure adéquation entre les programmes de formation des jeunes et les besoins des entreprises du secteur textile-habillement outre l’accompagnement de la mise à niveau de 25 entreprises du secteur, réparties entre toutes les régions du Royaume. S’exprimant à cette occasion, Elalamy a fait savoir que GTEX Maroc sera doté d’un budget global de 13 millions de dirhams (MDH) dont 11,7 MDH seront financés par le Secrétariat d’Etat à l’économie de la Confédération Suisse et 1,3 MDH financés par le ministère de l’Industrie, de l’Investissement, du Commerce et de l’Économie numérique. Lire aussi : Accélération industrielle: 3 nouveaux écosystèmes pour le textile En saluant le partenariat entre le gouvernement marocain et le gouvernement suisse, le ministre a affirmé que « cette initiative soutiendra la dynamique que connait le secteur et conforte la vision qui lui est tracée dans le cadre du Plan d’accélération industrielle (2014-2020), visant à assurer au secteur une meilleure compétitivité, une performance améliorée et une plus grande capacité d’accès aux marchés extérieurs « . La Suisse est le 7ème investisseur étranger au Maroc, a-t-il rappelé, formant le souhait de renforcer davantage la coopération économique avec le Maroc, notamment dans les domaines de l’énergie, des transports, de la pharmacie et de l’agriculture. Le programme global sur les textiles et l’habillement est financé par le gouvernement suisse à travers le Secrétariat d’Etat suisse aux affaires économiques et mis en œuvre par le Centre du commerce international (ITC)."
Nissan confirme la révocation à l'unanimité de son président Carlos Ghosn,2018-11-22,"Le conseil d’administration de Nissan vient de révoquer le patron français de son poste de président. Selon Reuters, le représentant de Renault au conseil aurait essayé de nommer des administrateurs lors de la réunion."
"A Casablanca, la petite entreprise de DSK ne connaît pas la crise",2018-11-22,"Les affaires de l’ex-patron du FMI vont bon train. Sa société Parnasse International, domiciliée à Casablanca, a engendré en 2017 un bénéfice net de 5,2 millions d’euros, contre 3,6 millions en 2016. C’est ce que rapporte le magazine français Challenges qui a consulté les derniers comptes de la PME de l’ex-ministre déposés au registre du commerce local. Soit un bénéficie de 44% en un an pour DSK qui réside la moitié du temps au Maroc. Selon le magazine, DSK est aussi grassement rémunéré depuis trois ans par une entreprise suisse Sicpa, leader mondial des encres sécurisés pour la fabrication de billets de banque et de passeports. Un service qui lui rapporte chaque mois la coquette somme de 80.000 euros. Reconverti en consultant politique et économique des hauts dirigeants africains, Strauss-Kahn conseille notamment le président congolais Denis Sassou-Nguesso depuis un an, ainsi que le président togolais Faure Gnassingbé."
Document. El Othmani nomme Mezouar membre du Conseil d’administration de la CNSS,2018-11-21,"Le chef du gouvernement, Saâd Eddine El Othmani a procédé à la nomination de plusieurs membres au Conseil d’administration de la Caisse nationale de la sécurité sociale. Parmi les nouveaux membres, on retrouve Salaheddine Mezouar. Le président de la Confédération générale des entreprises du Maroc (CGEM), Salaheddine Mezouar fait partie du tour de table de la CNSS. Selon le bulletin officiel du 19 novembre, le patron des patron remplace ainsi Meriem Bensaleh Cheqroun, l’ancienne présidente de la CGEM, au CA de la CNSS. Saad Eddine El Othmani, a nommé Mezouar au conseil d’administration de la CNSS suite à la proposition du patronat. L’article 1 de ce décret, signé par Mohammed Yatim, stipule que la nomination ne couvre que la période qui reste du mandat du Conseil, soit une durée de trois ans à compter du 12 octobre 2017. Selon le même article, deux représentants du ministère de la Santé ont aussi été nommés au conseil d’administration de la CNSS. Il s’agit de Abdelouahab Belmadani, et Aziz Tanjwi El Jazuli."
"Nissan: le scandale menace de s'étendre, la garde à vue de Carlos Ghosn prolongée de 10 jours",2018-11-21,"La justice japonaise a selon les médias décidé de prolonger la garde à vue de Carlos Ghosn, tout-puissant patron du numéro un mondial de l’automobile Renault-Nissan-Mitsubishi, tandis que le scandale menace de dépasser les malversations qui lui sont reprochées à titre individuel, pour remettre en cause toute la gouvernance de Nissan."
Renault: un duo envisagé pour assurer l'intérim après l'arrestation de Ghosn,2018-11-20,"Le conseil d’administration de Renault devrait confier les rênes du constructeur français à un tandem intérimaire formé par l’administrateur référent Philippe Lagayette et le numéro deux du groupe automobile Thierry Bolloré pour succéder à Carlos Ghosn arrêté lundi au Japon, a-t-on appris de source proche du dossier. Le conseil d’administration de Renault doit se réunir mardi dans la soirée pour organiser la gouvernance du groupe au losange après l’arrestation de M. Ghosn par les autorités japonaises, qui l’accusent de malversation financières. Lire aussi: L'affaire Ghosn, un ""coup d'Etat"" interne fomenté par Nissan? Interrogé mardi matin sur France info, le ministre français de l’Economie Bruno le Maire a estimé que M. Ghosn, au vu de ces accusations, n’était plus « en état de diriger le groupe » et a appelé de ses voeux « une gouvernance intérimaire » pour diriger le groupe. « Nous n’allons pas demander le départ formel de Carlos Ghosn au conseil d’administration pour une raison simple: nous n’avons pas de preuve » accusant M. Ghosn, a souligné le ministre. Mais la responsabilité de l’État est d’assurer « la stabilité de Renault » et la « consolidation de l’alliance » avec Nissan, a-t-il ajouté."
La villa de l'ex-DG de la Samir mise aux enchères,2018-11-20,"Après la décision du tribunal de commerce de Casablanca le 5 novembre dernier d’étendre la liquidation de la Samir au patrimoine de ses dirigeants, la villa de l’ancien directeur général de la raffinerie Samir, Mohammed Jamal Baâmer, a été mise aux enchères. La vente aux enchères est prévue pour le 6 décembre et aura lieu au tribunal de première instance de Rabat. La villa, dont la superficie est de 2000 mètres carrés se situe au boulevard Bir Kacem à Rabat. Le prix d’ouverture est fixé à 16 millions de DH, plus 3% de taxes judiciaires. Pour rappel, le tribunal de commerce de Casablanca avait décidé, lundi 5 novembre dernier d’étendre la liquidation de la Samir au patrimoine de ses dirigeants, à savoir Mohamed Houssein El Amoudi, PDG de la société, Jamal Ba-Amer, ancien directeur de la raffinerie ainsi que Bassam Abourdina, Georges Salem, Jason Milazzo, Lars Nelson et John Ozold. Seuls Mohamed Hassan Bensalah (PDG de Holmarcom), et Mustapha Amhal, ne font pas partie des dirigeants sanctionnés. Lire aussi: La liquidation de la Samir étendue au patrimoine de ses dirigeants En plus de la liquidation des biens personnels, ces administrateurs seront déchus de leur capacité commerciale pour une période de cinq ans. La demande d’extension remonte par ailleurs au 30 novembre 2017 et avait été introduite par Mohamed El Krimi, ex syndic chargé de la liquidation de la Samir qui reprochait aux administrateurs plusieurs erreurs de gestion qui ont conduit à la perte de la société. Elle a ensuite été reprise par le successeur d’El Krimi, Abdelkbir Safadi. Lire aussi: Affaire la Samir: destitution du syndic judiciaire La décision du tribunal de Commerce vient d’ailleurs en conséquence du rapport de Safadi qui évoque entre autres le non respect d’une convention d’investissement de 6 milliards de DH signée en 2004, entre le gouvernement et la Samir pour la construction d’une unité d’hydrocracking, ainsi que la distribution d’importantes dividendes alors que la raffinerie était fortement endetté."
