titre,date,extrait
Bourse de Casablanca: l’essentiel du résumé mensuel pour mai 2022,2022-06-01,Voici l’essentiel du résumé mensuel de la Bourse de Casablanca au titre du mois de mai 2022:
Le Maroc et l’Espagne choisissent Dakhla pour leur prochain forum des investissements,2022-06-01,"La ville de Dakhla accueillera, les 21 et 22 juin 2022, le Forum maroco-espagnol des investissements, organisé par le conseil régional de Dakhla-Oued Eddahab."
BMCE Capital Global Research actualise son «Stock Guide» des principales valeurs cotées marocaines,2022-06-01,"Le Bureau de Global Research de BMCE Capital – Pôle Banque d’Affaires de BANK OF AFRICA CIB, a publié aujourd’hui son «Stock Guide», dans lequel il propose une riche analyse des réalisations et des perspectives de 33 principales valeurs cotées à la Bourse de Casablanca, représentant 88,8% de sa capitalisation globale avec l’actualisation de ses recommandations."
Sécheresse et guerre en Ukraine: le Maroc craint pour sa croissance,2022-06-01,"Une sécheresse exceptionnelle, une mauvaise récolte et une flambée des prix alimentée par la guerre en Ukraine menacent de saper la croissance du Maroc, soulignant les faiblesses de son économie, malgré des atouts solides."
Projet de potasse de Khémisset: le démarrage prévu fin 2022,2022-05-31,Le Britannique Emmerson affirme avoir réalisé des progrès opérationnels et commerciaux considérables en vue de livrer le projet de potasse de Khemisset d’ici la fin d’année. Explications.
"Swift, bras de la finance mondiale et arme pour sanctionner Moscou",2022-05-31,"Les dirigeants des 27 pays de l’Union européenne (UE) ont trouvé lundi soir un accord pour exclure trois banques russes, dont Sberbank, du système international Swift : une décision qui enlèverait à ces banques l’accès à un rouage discret mais essentiel des échanges bancaires internationaux."
"BAM: le crédit bancaire progresse de 3,2% à fin avril 2022",2022-05-31,"Le crédit bancaire au secteur non financier a progressé, en glissement annuel, de 3,2% en avril 2022, après 2,8% un mois auparavant, selon Bank Al-Maghrib (BAM)."
Tabacs: près de 2 cigarettes sur 100 provenaient de la contrebande en 2021,2022-05-30,"Le taux de pénétration des cigarettes de contrebande sur le marché national s’est établi à 1,91% en 2021, contre 1,37% une année auparavant, selon l’Administration des Douanes et Impôts indirects (ADII)."
"Douanes: près de 5,4 milliards de dirhams de recettes additionnelles en 2021",2022-05-30,"Les recettes en droits et taxes additionnels se sont élevées à plus de 5,39 MMDH en 2021, enregistrant une augmentation de 21% par rapport aux réalisations de 2020, selon l’Administration des douanes et impôts indirects (ADII)."
Bourse de Casablanca: l’essentiel du résumé hebdomadaire,2022-05-28,Voici l’essentiel du résumé hebdomadaire de la Bourse de Casablanca pour la semaine du 23 au 27 mai :
"Télécoms: Orange investira 5,69 milliards de dirhams au Maroc",2022-05-27,Orange Maroc a annoncé la signature de la 8e convention d’investissement avec le gouvernement pour soutenir le processus de transformation numérique du royaume.
World Explorations: Nespresso enrichit sa gamme,2022-05-27,Nespresso propose aux amateurs du café de parcourir de nouvelles villes à travers le lancement de trois nouveaux cafés dans sa gamme World Explorations.
"À Fès, l’inflation grimpe de 3,3% en avril 2022",2022-05-27,"L’indice des prix à la consommation au niveau de la ville de Fès a poursuivi sa tendance haussière au cours du mois d’avril dernier, en enregistrant une hausse marquante de 3,3 % par rapport au mois de mars."
"Le taux d’inflation plus bas que chez nos voisins, assure Lekjaâ",2022-05-26,"Le ministre délégué chargé du Budget, Fouzi Lekjaa, a assuré, jeudi à Rabat, que les céréales, les produits énergétiques et les produits de base importés, qui sont inclus dans les achats des entreprises marocaines sur le marché national, sont disponibles."
Maroc: les arrivées de touristes enregistrent un rebond net de 215% à fin avril 2022,2022-05-26,"Les arrivées de touristes aux postes frontières ont enregistré un net rebond de 215% au cours des quatre premiers mois de 2022, pour atteindre 1,5 million, selon la Direction du Trésor et des Finances extérieures (DTFE)."
"Électricité: la production locale augmente de 4,1% au 1er trimestre 2022",2022-05-26,"Cette évolution s’explique, particulièrement, par les progressions de 19,9% de la production des énergies renouvelables inscrites dans le cadre de la loi 13-09 et de 34,4% de la production de l’Office national de l’électricité et de l’eau potable (ONEE) atténuées, partiellement, par le repli de 4,6% de la production concessionnelle, souligne la DTFE dans sa récente note de conjoncture."
Économie circulaire: les recommandations du CESE en 4 points clés,2022-05-26,"Voici en quatre points clés les recommandations du Conseil économique, social et environnemental (CESE) pour la transition vers une économie circulaire, présentées dans le cadre d’un avis du Conseil intitulé « Intégration des principes de l’économie circulaire aux traitements des déchets ménagers et des eaux usées »: r"
"Au Maroc, l’inflation devrait dépasser 4% en 2022, selon la BAD",2022-05-25,"En 2022, l’inflation devrait dépasser 4% au Maroc, reflétant la hausse des prix des importations, ce qui affecte également la facture énergétique et le déficit du compte courant, prévient la Banque africaine de développement (BAD)."
CESE: le modèle de l’économie circulaire défendu par Réda Chami,2022-05-25,"L’économie circulaire joue un rôle crucial pour faire du Maroc un pays plus prospère économiquement, inclusif socialement et responsable écologiquement, a souligné, mercredi à Rabat, le Président du Conseil économique, social et environnemental (CESE),"
Comment assurer une meilleure utilisation de la carte bancaire? BAM répond,2022-05-24,"Bank Al-Maghrib (BAM) vient de publier un nouveau guide dédié à l’utilisation de la carte bancaire d’une manière saine et en toute sécurité. La carte bancaire est de plus en plus utilisée par la clientèle au quotidien, pour effectuer des opérations de retrait ainsi que pour des paiements marchands et de e-commerce, souligne BAM."
Crédit Agricole du Maroc renforce son partenariat avec le Nigérian Nirsal,2022-05-24,CAM renforce son partenariat avec la Nigeria Incentive-Based Risk Sharing system for Agricultural Lending (NIRSAL) et met son expertise dans le financement de l’agriculture au service de la coopération Sud-Sud.
Le Groupe OCP rejoint le World Economic Forum,2022-05-24,"Le Groupe OCP, leader dans le domaine de la nutrition des plantes et premier producteur mondial d’engrais à base de phosphate, a annoncé avoir rejoint le World Economic Forum (WEF), organisation non-gouvernementale internationale, réputée pour sa conférence annuelle du Davos et se déroulant actuellement en Suisse."
"Vidéo. «Morocco-israel: Connect to Innovate», voici le message du président israélien aux Marocains",2022-05-24,"Le président israélien, Isaac Herzog, s’est adressé dans une vidéo enregistrée à l’occasion, aux participants au Forum « Morocco-israel: Connect to Innovate » qui se tient actuellement à Casablanca."
Le forum «Morocco-israel: Connect to Innovate» démarre à Casablanca,2022-05-24,"Le coup d’envoi du Forum « Morocco-israel : Connect to Innovate » a été donné, lundi à Casablanca, dans le cadre de la coopération entre les deux pays portant sur l’innovation et l’industrie high-tech."
"Programme Tayssir: près de 2,5 millions d’élèves bénéficiaires en 2020-2021",2022-05-23,"Le programme Tayssir a bénéficié à 2.467.123 élèves appartenant à 1.546.651 ménages en 2020-2021, selon une étude d’impact social publiée par la Direction du Budget, relevant du ministère de l’Economie et des finances."
Le Conseil de la concurrence s’attaque aux prix des carburants,2022-05-23,"Dans une entretien au quotidien “Al Ahdath Al Maghribia” qui sera publié jeudi prochain, Ahmed Rahhou, a annoncé que le Conseil de la concurrence s’attaque au dossier des prix des carburants."
Les indicateurs hebdomadaires de BAM en 5 points clés,2022-05-22,Voici cinq points clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) au titre de la période allant du 12 au 18 mai 2022 :
Inde: moissons amères pour les fermiers interdits d’exporter leur blé,2022-05-22,La décision de New Delhi d’interdire les exportations de blé en pleine flambée des prix due à l’invasion russe de l’Ukraine a provoqué la consternation à l’étranger et a fait monter encore plus les cours de cette céréale.
"Consommation: les prix des carburants ont augmenté de 13,2% en avril 2022",2022-05-20,"Cette variation est le résultat de la hausse de 3,0% de l’indice des produits alimentaires et de 0,9% de l’indice des produits non alimentaires, explique le HCP dans une note d’information relative à l’IPC du mois d’avril 2022."
Tourisme: l’ONMT achève sa tournée «Light Tour» à New York,2022-05-20,"L’Office national marocain du Tourisme (ONMT) a clôturé en apothéose, jeudi soir à New York, son « Light Tour », une tournée menée en compagnie d’acteurs du tourisme marocains de premier plan auprès de trois marchés stratégiques de la destination Maroc, à savoir la France, le Royaume-Uni et les États-Unis."
Allégement des restrictions de voyage: soulagement des professionnels du tourisme,2022-05-19,La levée de l’obligation du test PCR pour le transport aérien est vécue avec soulagement par les professionnels du tourisme.
Blé: le stock national du Maroc couvre quatre mois,2022-05-19,"Le stock national de blé couvre les besoins du pays pour quatre mois. C’est ce qu’a affirmé, ce jeudi 19 mai, le porte-parole du gouvernement, Mustapha Baitas."
Investissement: le Maroc veut séduire les entreprises sud-coréennes,2022-05-19,Le climat des affaires et les opportunités d’investissement au Maroc ont été présentés mercredi aux entreprises sud-coréennes opérant dans divers secteurs économiques.
"Au Maroc, les défaillances d’entreprises repartiront à la hausse en 2022",2022-05-19,"Les défaillances d’entreprises pourraient bondir après deux ans de pandémie partout dans le monde, y compris au Maroc avec 12% en 2022."
"Exploration gazière: Chariot lève 25,5 millions de dollars pour son projet Anchois",2022-05-19,"La société britannique Chriot Ltd vient d’annoncer la levée de 25,5 millions de dollars pour aller de l’avant dans ses projets d’exploration gazière Achois. Les détails."
Les marchés mondiaux sonnés par la chute de Wall Street,2022-05-19,"Les marchés asiatiques et européens reculaient jeudi, entraînés par la nouvelle séance noire de Wall Street mercredi, les conséquences de l’inflation revenant hanter les investisseurs."
"Au Maroc, les recettes douanières ont atteint 111,2 milliards DH en 2021",2022-05-18,"Les recettes douanières ont atteint 111,2 milliards de dirhams (MMDH) en 2021, marquant ainsi une hausse de 22% par rapport à 2020, selon l’Administration des Douanes et Impôts Indirects (ADII)."
"Au Maroc, les prix de l’immobilier fléchissent de 4,9% en 2022",2022-05-18,"L’indice des prix des actifs immobiliers (IPAI) s’est déprécié au premier trimestre 2022 de 4,9%, en glissement annuel, indiquent Bank Al-Maghrib (BAM) et l’Agence nationale de la conservation foncière du cadastre et de la cartographie (ANCFCC)."
